"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Feb 10 06:35:36 GMT 2025","Mon Feb 10 06:35:38 GMT 2025","1192","","","","","","Admin searches for a student account by Student ID",""
"broken","Mon Feb 10 06:35:47 GMT 2025","Mon Feb 10 06:35:48 GMT 2025","1746","","","","","","Fill in student login with multiple correct user data -- @1.1 ",""
"broken","Mon Feb 10 06:35:40 GMT 2025","Mon Feb 10 06:35:41 GMT 2025","1102","","","","","","Admin modifies a student account",""
"broken","Mon Feb 10 06:35:43 GMT 2025","Mon Feb 10 06:35:43 GMT 2025","457","","","","","","Check Login title",""
"passed","Mon Feb 10 06:35:45 GMT 2025","Mon Feb 10 06:35:47 GMT 2025","1689","","","","","","Fill in admin login with one correct user data",""
"passed","Mon Feb 10 06:35:48 GMT 2025","Mon Feb 10 06:35:50 GMT 2025","1691","","","","","","Fill in student login with multiple correct user data -- @1.2 ",""
"passed","Mon Feb 10 06:35:43 GMT 2025","Mon Feb 10 06:35:45 GMT 2025","1707","","","","","","Fill in student login with one incorrect userName data",""
"broken","Mon Feb 10 06:35:39 GMT 2025","Mon Feb 10 06:35:40 GMT 2025","1201","","","","","","Admin creates a new student account",""
"passed","Mon Feb 10 06:35:24 GMT 2025","Mon Feb 10 06:35:36 GMT 2025","12107","","","","","","Admin lists all student accounts",""
"passed","Mon Feb 10 06:35:41 GMT 2025","Mon Feb 10 06:35:43 GMT 2025","1652","","","","","","Admin deletes a student account",""
"passed","Mon Feb 10 06:35:38 GMT 2025","Mon Feb 10 06:35:39 GMT 2025","1197","","","","","","Admin searches for a student account by Student Name",""
