"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 11 01:01:41 GMT 2025","Tue Feb 11 01:01:43 GMT 2025","1725","","","","","","Fill in admin login with one correct user data",""
"passed","Tue Feb 11 01:01:40 GMT 2025","Tue Feb 11 01:01:41 GMT 2025","1673","","","","","","Fill in student login with one incorrect userName data",""
"passed","Tue Feb 11 01:01:38 GMT 2025","Tue Feb 11 01:01:39 GMT 2025","1412","","","","","","Admin deletes a student account",""
"passed","Tue Feb 11 01:01:39 GMT 2025","Tue Feb 11 01:01:40 GMT 2025","493","","","","","","Check Login title",""
"passed","Tue Feb 11 01:01:45 GMT 2025","Tue Feb 11 01:01:47 GMT 2025","1680","","","","","","Fill in student login with multiple correct user data -- @1.2 ",""
"passed","Tue Feb 11 01:01:22 GMT 2025","Tue Feb 11 01:01:33 GMT 2025","11166","","","","","","Admin searches for a student account by Student Name",""
"passed","Tue Feb 11 01:01:36 GMT 2025","Tue Feb 11 01:01:38 GMT 2025","2156","","","","","","Admin modifies a student account",""
"passed","Tue Feb 11 01:01:21 GMT 2025","Tue Feb 11 01:01:22 GMT 2025","1482","","","","","","Admin lists all student accounts",""
"passed","Tue Feb 11 01:01:43 GMT 2025","Tue Feb 11 01:01:45 GMT 2025","1706","","","","","","Fill in student login with multiple correct user data -- @1.1 ",""
"passed","Tue Feb 11 01:01:33 GMT 2025","Tue Feb 11 01:01:36 GMT 2025","2316","","","","","","Admin creates a new student account",""
