"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 10 09:22:06 GMT 2025","Mon Feb 10 09:22:08 GMT 2025","1878","","","","","","Fill in student login with one incorrect userName data",""
"passed","Mon Feb 10 09:22:02 GMT 2025","Mon Feb 10 09:22:04 GMT 2025","2094","","","","","","Admin modifies a student account",""
"passed","Mon Feb 10 09:22:06 GMT 2025","Mon Feb 10 09:22:06 GMT 2025","518","","","","","","Check Login title",""
"passed","Mon Feb 10 09:21:59 GMT 2025","Mon Feb 10 09:22:00 GMT 2025","1208","","","","","","Admin searches for a student account by Student Name",""
"passed","Mon Feb 10 09:22:08 GMT 2025","Mon Feb 10 09:22:10 GMT 2025","1696","","","","","","Fill in admin login with one correct user data",""
"passed","Mon Feb 10 09:21:56 GMT 2025","Mon Feb 10 09:21:58 GMT 2025","1624","","","","","","Admin lists all student accounts",""
"broken","Mon Feb 10 09:22:10 GMT 2025","Mon Feb 10 09:22:12 GMT 2025","1713","","","","","","Fill in student login with multiple correct user data -- @1.1 ",""
"passed","Mon Feb 10 09:22:04 GMT 2025","Mon Feb 10 09:22:06 GMT 2025","1436","","","","","","Admin deletes a student account",""
"passed","Mon Feb 10 09:22:00 GMT 2025","Mon Feb 10 09:22:02 GMT 2025","2421","","","","","","Admin creates a new student account",""
"failed","Mon Feb 10 09:21:58 GMT 2025","Mon Feb 10 09:21:59 GMT 2025","1183","","","","","","Admin searches for a student account by Student ID",""
"passed","Mon Feb 10 09:22:12 GMT 2025","Mon Feb 10 09:22:13 GMT 2025","1688","","","","","","Fill in student login with multiple correct user data -- @1.2 ",""
