"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Feb 11 05:57:32 GMT 2025","Tue Feb 11 05:57:33 GMT 2025","435","","","","","","Admin deletes a student account",""
"broken","Tue Feb 11 05:57:34 GMT 2025","Tue Feb 11 05:57:35 GMT 2025","434","","","","","","Fill in student login with multiple correct user data -- @1.2 ",""
"broken","Tue Feb 11 05:57:31 GMT 2025","Tue Feb 11 05:57:32 GMT 2025","410","","","","","","Admin creates a new student account",""
"broken","Tue Feb 11 05:57:23 GMT 2025","Tue Feb 11 05:57:31 GMT 2025","7586","","","","","","Admin lists all student accounts",""
"broken","Tue Feb 11 05:57:33 GMT 2025","Tue Feb 11 05:57:33 GMT 2025","408","","","","","","Check Login title",""
"broken","Tue Feb 11 05:57:34 GMT 2025","Tue Feb 11 05:57:34 GMT 2025","411","","","","","","Fill in student login with multiple correct user data -- @1.1 ",""
"broken","Tue Feb 11 05:57:34 GMT 2025","Tue Feb 11 05:57:34 GMT 2025","410","","","","","","Fill in admin login with one correct user data",""
"broken","Tue Feb 11 05:57:33 GMT 2025","Tue Feb 11 05:57:34 GMT 2025","425","","","","","","Fill in student login with one incorrect userName data",""
"broken","Tue Feb 11 05:57:31 GMT 2025","Tue Feb 11 05:57:31 GMT 2025","505","","","","","","Admin searches for a student account by Student Name",""
"broken","Tue Feb 11 05:57:32 GMT 2025","Tue Feb 11 05:57:32 GMT 2025","431","","","","","","Admin modifies a student account",""
