"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 10 09:42:11 GMT 2025","Mon Feb 10 09:42:12 GMT 2025","1217","","","","","","Admin searches for a student account by Student Name",""
"passed","Mon Feb 10 09:42:14 GMT 2025","Mon Feb 10 09:42:16 GMT 2025","2139","","","","","","Admin modifies a student account",""
"passed","Mon Feb 10 09:42:18 GMT 2025","Mon Feb 10 09:42:20 GMT 2025","2044","","","","","","Fill in student login with one incorrect userName data",""
"passed","Mon Feb 10 09:42:12 GMT 2025","Mon Feb 10 09:42:14 GMT 2025","2135","","","","","","Admin creates a new student account",""
"passed","Mon Feb 10 09:42:23 GMT 2025","Mon Feb 10 09:42:25 GMT 2025","1704","","","","","","Fill in student login with multiple correct user data -- @1.2 ",""
"passed","Mon Feb 10 09:42:18 GMT 2025","Mon Feb 10 09:42:18 GMT 2025","525","","","","","","Check Login title",""
"broken","Mon Feb 10 09:42:22 GMT 2025","Mon Feb 10 09:42:23 GMT 2025","1671","","","","","","Fill in student login with multiple correct user data -- @1.1 ",""
"passed","Mon Feb 10 09:42:20 GMT 2025","Mon Feb 10 09:42:22 GMT 2025","1688","","","","","","Fill in admin login with one correct user data",""
"passed","Mon Feb 10 09:42:16 GMT 2025","Mon Feb 10 09:42:18 GMT 2025","1475","","","","","","Admin deletes a student account",""
"failed","Mon Feb 10 09:42:09 GMT 2025","Mon Feb 10 09:42:11 GMT 2025","1223","","","","","","Admin searches for a student account by Student ID",""
"passed","Mon Feb 10 09:41:58 GMT 2025","Mon Feb 10 09:42:09 GMT 2025","11150","","","","","","Admin lists all student accounts",""
