"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Feb 10 04:07:29 GMT 2025","Mon Feb 10 04:07:29 GMT 2025","2","","","","","","Check Login title",""
"failed","Mon Feb 10 04:07:29 GMT 2025","Mon Feb 10 04:07:29 GMT 2025","1","","","","","","Admin searches for a student account by Student ID",""
"failed","Mon Feb 10 04:07:29 GMT 2025","Mon Feb 10 04:07:29 GMT 2025","1","","","","","","Admin lists all student accounts",""
"failed","Mon Feb 10 04:07:29 GMT 2025","Mon Feb 10 04:07:29 GMT 2025","1","","","","","","Admin modifies a student account",""
"failed","Mon Feb 10 04:07:29 GMT 2025","Mon Feb 10 04:07:29 GMT 2025","1","","","","","","Fill in student login with multiple correct user data -- @1.1 ",""
"failed","Mon Feb 10 04:07:29 GMT 2025","Mon Feb 10 04:07:29 GMT 2025","1","","","","","","Admin creates a new student account",""
"failed","Mon Feb 10 04:07:29 GMT 2025","Mon Feb 10 04:07:29 GMT 2025","1","","","","","","Fill in student login with one incorrect userName data",""
"failed","Mon Feb 10 04:07:29 GMT 2025","Mon Feb 10 04:07:29 GMT 2025","2","","","","","","Fill in admin login with one correct user data",""
"failed","Mon Feb 10 04:07:29 GMT 2025","Mon Feb 10 04:07:29 GMT 2025","2","","","","","","Admin deletes a student account",""
"failed","Mon Feb 10 04:07:29 GMT 2025","Mon Feb 10 04:07:29 GMT 2025","1","","","","","","Admin searches for a student account by Student Name",""
"failed","Mon Feb 10 04:07:29 GMT 2025","Mon Feb 10 04:07:29 GMT 2025","1","","","","","","Fill in student login with multiple correct user data -- @1.2 ",""
