"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 11 02:50:39 GMT 2025","Tue Feb 11 02:50:40 GMT 2025","1472","","","","","","Admin deletes a student account",""
"passed","Tue Feb 11 02:50:23 GMT 2025","Tue Feb 11 02:50:34 GMT 2025","11231","","","","","","Admin searches for a student account by Student Name",""
"passed","Tue Feb 11 02:50:42 GMT 2025","Tue Feb 11 02:50:44 GMT 2025","1688","","","","","","Fill in admin login with one correct user data",""
"passed","Tue Feb 11 02:50:16 GMT 2025","Tue Feb 11 02:50:23 GMT 2025","6963","","","","","","Admin lists all student accounts",""
"passed","Tue Feb 11 02:50:34 GMT 2025","Tue Feb 11 02:50:36 GMT 2025","2538","","","","","","Admin creates a new student account",""
"passed","Tue Feb 11 02:50:41 GMT 2025","Tue Feb 11 02:50:42 GMT 2025","1735","","","","","","Fill in student login with one incorrect userName data",""
"passed","Tue Feb 11 02:50:44 GMT 2025","Tue Feb 11 02:50:46 GMT 2025","1737","","","","","","Fill in student login with multiple correct user data -- @1.1 ",""
"passed","Tue Feb 11 02:50:46 GMT 2025","Tue Feb 11 02:50:47 GMT 2025","1748","","","","","","Fill in student login with multiple correct user data -- @1.2 ",""
"passed","Tue Feb 11 02:50:40 GMT 2025","Tue Feb 11 02:50:41 GMT 2025","534","","","","","","Check Login title",""
"passed","Tue Feb 11 02:50:36 GMT 2025","Tue Feb 11 02:50:39 GMT 2025","2182","","","","","","Admin modifies a student account",""
