"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Feb 10 15:09:22 GMT 2025","Mon Feb 10 15:09:22 GMT 2025","502","","","","","","Admin searches for a student account by Student Name",""
"passed","Mon Feb 10 15:09:30 GMT 2025","Mon Feb 10 15:09:31 GMT 2025","1684","","","","","","Fill in student login with multiple correct user data -- @1.2 ",""
"passed","Mon Feb 10 15:09:25 GMT 2025","Mon Feb 10 15:09:26 GMT 2025","1729","","","","","","Fill in student login with one incorrect userName data",""
"passed","Mon Feb 10 15:09:28 GMT 2025","Mon Feb 10 15:09:30 GMT 2025","1678","","","","","","Fill in student login with multiple correct user data -- @1.1 ",""
"broken","Mon Feb 10 15:09:21 GMT 2025","Mon Feb 10 15:09:22 GMT 2025","504","","","","","","Admin searches for a student account by Student ID",""
"broken","Mon Feb 10 15:09:22 GMT 2025","Mon Feb 10 15:09:23 GMT 2025","501","","","","","","Admin creates a new student account",""
"broken","Mon Feb 10 15:09:24 GMT 2025","Mon Feb 10 15:09:24 GMT 2025","502","","","","","","Admin deletes a student account",""
"passed","Mon Feb 10 15:09:26 GMT 2025","Mon Feb 10 15:09:28 GMT 2025","1688","","","","","","Fill in admin login with one correct user data",""
"broken","Mon Feb 10 15:09:23 GMT 2025","Mon Feb 10 15:09:24 GMT 2025","544","","","","","","Admin modifies a student account",""
"broken","Mon Feb 10 15:09:21 GMT 2025","Mon Feb 10 15:09:21 GMT 2025","942","","","","","","Admin lists all student accounts",""
"passed","Mon Feb 10 15:09:24 GMT 2025","Mon Feb 10 15:09:25 GMT 2025","508","","","","","","Check Login title",""
