"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 10 08:08:00 GMT 2025","Mon Feb 10 08:08:02 GMT 2025","1719","","","","","","Fill in admin login with one correct user data",""
"passed","Mon Feb 10 08:07:58 GMT 2025","Mon Feb 10 08:08:00 GMT 2025","2091","","","","","","Fill in student login with one incorrect userName data",""
"passed","Mon Feb 10 08:08:02 GMT 2025","Mon Feb 10 08:08:04 GMT 2025","1711","","","","","","Fill in student login with multiple correct user data -- @1.1 ",""
"broken","Mon Feb 10 08:07:55 GMT 2025","Mon Feb 10 08:07:56 GMT 2025","572","","","","","","Admin searches for a student account by Student ID",""
"broken","Mon Feb 10 08:07:56 GMT 2025","Mon Feb 10 08:07:56 GMT 2025","467","","","","","","Admin searches for a student account by Student Name",""
"broken","Mon Feb 10 08:07:56 GMT 2025","Mon Feb 10 08:07:57 GMT 2025","470","","","","","","Admin creates a new student account",""
"broken","Mon Feb 10 08:07:58 GMT 2025","Mon Feb 10 08:07:58 GMT 2025","469","","","","","","Check Login title",""
"broken","Mon Feb 10 08:07:57 GMT 2025","Mon Feb 10 08:07:58 GMT 2025","451","","","","","","Admin deletes a student account",""
"broken","Mon Feb 10 08:07:50 GMT 2025","Mon Feb 10 08:07:55 GMT 2025","4704","","","","","","Admin lists all student accounts",""
"broken","Mon Feb 10 08:07:57 GMT 2025","Mon Feb 10 08:07:57 GMT 2025","507","","","","","","Admin modifies a student account",""
"passed","Mon Feb 10 08:08:04 GMT 2025","Mon Feb 10 08:08:05 GMT 2025","1719","","","","","","Fill in student login with multiple correct user data -- @1.2 ",""
