"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 11 02:56:33 GMT 2025","Tue Feb 11 02:56:36 GMT 2025","2177","","","","","","Admin modifies a student account",""
"passed","Tue Feb 11 02:56:43 GMT 2025","Tue Feb 11 02:56:44 GMT 2025","1679","","","","","","Fill in student login with multiple correct user data -- @1.2 ",""
"passed","Tue Feb 11 02:56:39 GMT 2025","Tue Feb 11 02:56:41 GMT 2025","1676","","","","","","Fill in admin login with one correct user data",""
"passed","Tue Feb 11 02:56:38 GMT 2025","Tue Feb 11 02:56:39 GMT 2025","1708","","","","","","Fill in student login with one incorrect userName data",""
"passed","Tue Feb 11 02:56:41 GMT 2025","Tue Feb 11 02:56:43 GMT 2025","1732","","","","","","Fill in student login with multiple correct user data -- @1.1 ",""
"passed","Tue Feb 11 02:56:31 GMT 2025","Tue Feb 11 02:56:33 GMT 2025","2326","","","","","","Admin creates a new student account",""
"passed","Tue Feb 11 02:56:20 GMT 2025","Tue Feb 11 02:56:31 GMT 2025","11202","","","","","","Admin searches for a student account by Student Name",""
"passed","Tue Feb 11 02:56:18 GMT 2025","Tue Feb 11 02:56:20 GMT 2025","1614","","","","","","Admin lists all student accounts",""
"passed","Tue Feb 11 02:56:37 GMT 2025","Tue Feb 11 02:56:38 GMT 2025","540","","","","","","Check Login title",""
"passed","Tue Feb 11 02:56:36 GMT 2025","Tue Feb 11 02:56:37 GMT 2025","1448","","","","","","Admin deletes a student account",""
