"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 10 10:14:08 GMT 2025","Mon Feb 10 10:14:10 GMT 2025","1499","","","","","","Admin deletes a student account",""
"passed","Mon Feb 10 10:14:10 GMT 2025","Mon Feb 10 10:14:12 GMT 2025","1809","","","","","","Fill in student login with one incorrect userName data",""
"passed","Mon Feb 10 10:14:03 GMT 2025","Mon Feb 10 10:14:04 GMT 2025","1191","","","","","","Admin searches for a student account by Student Name",""
"failed","Mon Feb 10 10:14:02 GMT 2025","Mon Feb 10 10:14:03 GMT 2025","1189","","","","","","Admin searches for a student account by Student ID",""
"passed","Mon Feb 10 10:14:12 GMT 2025","Mon Feb 10 10:14:14 GMT 2025","1701","","","","","","Fill in admin login with one correct user data",""
"broken","Mon Feb 10 10:14:14 GMT 2025","Mon Feb 10 10:14:16 GMT 2025","1726","","","","","","Fill in student login with multiple correct user data -- @1.1 ",""
"passed","Mon Feb 10 10:14:04 GMT 2025","Mon Feb 10 10:14:06 GMT 2025","2467","","","","","","Admin creates a new student account",""
"passed","Mon Feb 10 10:14:10 GMT 2025","Mon Feb 10 10:14:10 GMT 2025","524","","","","","","Check Login title",""
"passed","Mon Feb 10 10:14:06 GMT 2025","Mon Feb 10 10:14:08 GMT 2025","2075","","","","","","Admin modifies a student account",""
"passed","Mon Feb 10 10:14:16 GMT 2025","Mon Feb 10 10:14:17 GMT 2025","1705","","","","","","Fill in student login with multiple correct user data -- @1.2 ",""
"passed","Mon Feb 10 10:13:56 GMT 2025","Mon Feb 10 10:14:02 GMT 2025","5111","","","","","","Admin lists all student accounts",""
