"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 10 15:27:09 GMT 2025","Mon Feb 10 15:27:11 GMT 2025","1708","","","","","","Fill in student login with one incorrect userName data",""
"passed","Mon Feb 10 15:27:05 GMT 2025","Mon Feb 10 15:27:07 GMT 2025","2189","","","","","","Admin modifies a student account",""
"passed","Mon Feb 10 15:26:51 GMT 2025","Mon Feb 10 15:27:02 GMT 2025","11186","","","","","","Admin searches for a student account by Student Name",""
"passed","Mon Feb 10 15:27:07 GMT 2025","Mon Feb 10 15:27:08 GMT 2025","1426","","","","","","Admin deletes a student account",""
"passed","Mon Feb 10 15:27:08 GMT 2025","Mon Feb 10 15:27:09 GMT 2025","513","","","","","","Check Login title",""
"passed","Mon Feb 10 15:27:14 GMT 2025","Mon Feb 10 15:27:16 GMT 2025","1684","","","","","","Fill in student login with multiple correct user data -- @1.2 ",""
"passed","Mon Feb 10 15:27:02 GMT 2025","Mon Feb 10 15:27:05 GMT 2025","2346","","","","","","Admin creates a new student account",""
"passed","Mon Feb 10 15:27:12 GMT 2025","Mon Feb 10 15:27:14 GMT 2025","1717","","","","","","Fill in student login with multiple correct user data -- @1.1 ",""
"passed","Mon Feb 10 15:27:11 GMT 2025","Mon Feb 10 15:27:12 GMT 2025","1686","","","","","","Fill in admin login with one correct user data",""
"passed","Mon Feb 10 15:26:50 GMT 2025","Mon Feb 10 15:26:51 GMT 2025","1561","","","","","","Admin lists all student accounts",""
