"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 11 06:12:21 GMT 2025","Tue Feb 11 06:12:21 GMT 2025","510","","","","","","Check Login title",""
"passed","Tue Feb 11 06:12:23 GMT 2025","Tue Feb 11 06:12:25 GMT 2025","1674","","","","","","Fill in admin login with one correct user data",""
"passed","Tue Feb 11 06:12:21 GMT 2025","Tue Feb 11 06:12:23 GMT 2025","1678","","","","","","Fill in student login with one incorrect userName data",""
"passed","Tue Feb 11 06:12:27 GMT 2025","Tue Feb 11 06:12:28 GMT 2025","1672","","","","","","Fill in student login with multiple correct user data -- @1.2 ",""
"passed","Tue Feb 11 06:11:57 GMT 2025","Tue Feb 11 06:12:04 GMT 2025","7017","","","","","","Admin lists all student accounts",""
"passed","Tue Feb 11 06:12:25 GMT 2025","Tue Feb 11 06:12:27 GMT 2025","1728","","","","","","Fill in student login with multiple correct user data -- @1.1 ",""
"passed","Tue Feb 11 06:12:20 GMT 2025","Tue Feb 11 06:12:21 GMT 2025","1392","","","","","","Admin deletes a student account",""
"passed","Tue Feb 11 06:12:15 GMT 2025","Tue Feb 11 06:12:17 GMT 2025","2452","","","","","","Admin creates a new student account",""
"passed","Tue Feb 11 06:12:04 GMT 2025","Tue Feb 11 06:12:15 GMT 2025","11208","","","","","","Admin searches for a student account by Student Name",""
"passed","Tue Feb 11 06:12:17 GMT 2025","Tue Feb 11 06:12:20 GMT 2025","2150","","","","","","Admin modifies a student account",""
