"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 12 09:46:28 GMT 2025","Wed Feb 12 09:46:29 GMT 2025","493","","","","","","Check Login title",""
"passed","Wed Feb 12 09:46:32 GMT 2025","Wed Feb 12 09:46:34 GMT 2025","1718","","","","","","Fill in student login with multiple correct user data -- @1.1 ",""
"passed","Wed Feb 12 09:46:22 GMT 2025","Wed Feb 12 09:46:25 GMT 2025","2227","","","","","","Admin creates a new student account",""
"passed","Wed Feb 12 09:46:27 GMT 2025","Wed Feb 12 09:46:28 GMT 2025","1473","","","","","","Admin deletes a student account",""
"passed","Wed Feb 12 09:46:30 GMT 2025","Wed Feb 12 09:46:32 GMT 2025","1674","","","","","","Fill in admin login with one correct user data",""
"passed","Wed Feb 12 09:46:11 GMT 2025","Wed Feb 12 09:46:22 GMT 2025","11195","","","","","","Admin searches for a student account by Student Name",""
"passed","Wed Feb 12 09:46:34 GMT 2025","Wed Feb 12 09:46:35 GMT 2025","1658","","","","","","Fill in student login with multiple correct user data -- @1.2 ",""
"passed","Wed Feb 12 09:46:25 GMT 2025","Wed Feb 12 09:46:27 GMT 2025","2170","","","","","","Admin modifies a student account",""
"passed","Wed Feb 12 09:45:57 GMT 2025","Wed Feb 12 09:46:11 GMT 2025","13820","","","","","","Admin lists all student accounts",""
"passed","Wed Feb 12 09:46:29 GMT 2025","Wed Feb 12 09:46:30 GMT 2025","1701","","","","","","Fill in student login with one incorrect userName data",""
