"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 11 01:07:41 GMT 2025","Tue Feb 11 01:07:42 GMT 2025","1664","","","","","","Fill in admin login with one correct user data",""
"passed","Tue Feb 11 01:07:35 GMT 2025","Tue Feb 11 01:07:37 GMT 2025","2144","","","","","","Admin modifies a student account",""
"passed","Tue Feb 11 01:07:21 GMT 2025","Tue Feb 11 01:07:33 GMT 2025","11210","","","","","","Admin searches for a student account by Student Name",""
"passed","Tue Feb 11 01:07:37 GMT 2025","Tue Feb 11 01:07:38 GMT 2025","1448","","","","","","Admin deletes a student account",""
"passed","Tue Feb 11 01:07:38 GMT 2025","Tue Feb 11 01:07:39 GMT 2025","524","","","","","","Check Login title",""
"passed","Tue Feb 11 01:07:42 GMT 2025","Tue Feb 11 01:07:44 GMT 2025","1716","","","","","","Fill in student login with multiple correct user data -- @1.1 ",""
"passed","Tue Feb 11 01:07:44 GMT 2025","Tue Feb 11 01:07:46 GMT 2025","1679","","","","","","Fill in student login with multiple correct user data -- @1.2 ",""
"passed","Tue Feb 11 01:07:39 GMT 2025","Tue Feb 11 01:07:41 GMT 2025","1677","","","","","","Fill in student login with one incorrect userName data",""
"passed","Tue Feb 11 01:07:33 GMT 2025","Tue Feb 11 01:07:35 GMT 2025","2111","","","","","","Admin creates a new student account",""
"passed","Tue Feb 11 01:07:11 GMT 2025","Tue Feb 11 01:07:21 GMT 2025","10536","","","","","","Admin lists all student accounts",""
