"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 12 07:35:47 GMT 2025","Wed Feb 12 07:35:49 GMT 2025","1688","","","","","","Fill in student login with one incorrect userName data",""
"passed","Wed Feb 12 07:35:45 GMT 2025","Wed Feb 12 07:35:46 GMT 2025","1464","","","","","","Admin deletes a student account",""
"passed","Wed Feb 12 07:35:50 GMT 2025","Wed Feb 12 07:35:52 GMT 2025","1726","","","","","","Fill in student login with multiple correct user data -- @1.1 ",""
"passed","Wed Feb 12 07:35:49 GMT 2025","Wed Feb 12 07:35:50 GMT 2025","1696","","","","","","Fill in admin login with one correct user data",""
"passed","Wed Feb 12 07:35:52 GMT 2025","Wed Feb 12 07:35:54 GMT 2025","1665","","","","","","Fill in student login with multiple correct user data -- @1.2 ",""
"passed","Wed Feb 12 07:35:40 GMT 2025","Wed Feb 12 07:35:43 GMT 2025","2395","","","","","","Admin creates a new student account",""
"passed","Wed Feb 12 07:35:18 GMT 2025","Wed Feb 12 07:35:29 GMT 2025","11305","","","","","","Admin lists all student accounts",""
"passed","Wed Feb 12 07:35:43 GMT 2025","Wed Feb 12 07:35:45 GMT 2025","2151","","","","","","Admin modifies a student account",""
"passed","Wed Feb 12 07:35:29 GMT 2025","Wed Feb 12 07:35:40 GMT 2025","11237","","","","","","Admin searches for a student account by Student Name",""
"passed","Wed Feb 12 07:35:46 GMT 2025","Wed Feb 12 07:35:47 GMT 2025","497","","","","","","Check Login title",""
