"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 10 15:34:32 GMT 2025","Mon Feb 10 15:34:34 GMT 2025","1716","","","","","","Fill in student login with multiple correct user data -- @1.1 ",""
"passed","Mon Feb 10 15:34:27 GMT 2025","Mon Feb 10 15:34:28 GMT 2025","1430","","","","","","Admin deletes a student account",""
"passed","Mon Feb 10 15:34:10 GMT 2025","Mon Feb 10 15:34:11 GMT 2025","1548","","","","","","Admin lists all student accounts",""
"passed","Mon Feb 10 15:34:30 GMT 2025","Mon Feb 10 15:34:32 GMT 2025","1675","","","","","","Fill in admin login with one correct user data",""
"passed","Mon Feb 10 15:34:25 GMT 2025","Mon Feb 10 15:34:27 GMT 2025","2128","","","","","","Admin modifies a student account",""
"passed","Mon Feb 10 15:34:28 GMT 2025","Mon Feb 10 15:34:29 GMT 2025","503","","","","","","Check Login title",""
"passed","Mon Feb 10 15:34:29 GMT 2025","Mon Feb 10 15:34:30 GMT 2025","1683","","","","","","Fill in student login with one incorrect userName data",""
"passed","Mon Feb 10 15:34:34 GMT 2025","Mon Feb 10 15:34:35 GMT 2025","1683","","","","","","Fill in student login with multiple correct user data -- @1.2 ",""
"passed","Mon Feb 10 15:34:11 GMT 2025","Mon Feb 10 15:34:22 GMT 2025","11198","","","","","","Admin searches for a student account by Student Name",""
"passed","Mon Feb 10 15:34:22 GMT 2025","Mon Feb 10 15:34:25 GMT 2025","2297","","","","","","Admin creates a new student account",""
