"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 10 15:20:47 GMT 2025","Mon Feb 10 15:20:58 GMT 2025","11221","","","","","","Admin searches for a student account by Student Name",""
"passed","Mon Feb 10 15:20:45 GMT 2025","Mon Feb 10 15:20:47 GMT 2025","1529","","","","","","Admin lists all student accounts",""
"passed","Mon Feb 10 15:20:58 GMT 2025","Mon Feb 10 15:21:00 GMT 2025","2350","","","","","","Admin creates a new student account",""
"passed","Mon Feb 10 15:21:08 GMT 2025","Mon Feb 10 15:21:09 GMT 2025","1709","","","","","","Fill in student login with multiple correct user data -- @1.1 ",""
"passed","Mon Feb 10 15:21:04 GMT 2025","Mon Feb 10 15:21:04 GMT 2025","503","","","","","","Check Login title",""
"passed","Mon Feb 10 15:21:04 GMT 2025","Mon Feb 10 15:21:06 GMT 2025","1677","","","","","","Fill in student login with one incorrect userName data",""
"passed","Mon Feb 10 15:21:06 GMT 2025","Mon Feb 10 15:21:08 GMT 2025","1667","","","","","","Fill in admin login with one correct user data",""
"passed","Mon Feb 10 15:21:02 GMT 2025","Mon Feb 10 15:21:04 GMT 2025","1445","","","","","","Admin deletes a student account",""
"passed","Mon Feb 10 15:21:09 GMT 2025","Mon Feb 10 15:21:11 GMT 2025","1667","","","","","","Fill in student login with multiple correct user data -- @1.2 ",""
"passed","Mon Feb 10 15:21:00 GMT 2025","Mon Feb 10 15:21:02 GMT 2025","2147","","","","","","Admin modifies a student account",""
