"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Feb 10 00:29:43 GMT 2025","Mon Feb 10 00:29:43 GMT 2025","261","","","","","","Fill in student login with multiple correct user data -- @1.1 ",""
"broken","Mon Feb 10 00:29:42 GMT 2025","Mon Feb 10 00:29:42 GMT 2025","203","","","","","","Admin deletes a student account",""
"broken","Mon Feb 10 00:29:41 GMT 2025","Mon Feb 10 00:29:42 GMT 2025","205","","","","","","Admin creates a new student account",""
"broken","Mon Feb 10 00:29:43 GMT 2025","Mon Feb 10 00:29:43 GMT 2025","210","","","","","","Fill in admin login with one correct user data",""
"broken","Mon Feb 10 00:29:43 GMT 2025","Mon Feb 10 00:29:43 GMT 2025","261","","","","","","Fill in student login with multiple correct user data -- @1.2 ",""
"broken","Mon Feb 10 00:29:41 GMT 2025","Mon Feb 10 00:29:41 GMT 2025","259","","","","","","Admin searches for a student account by Student Name",""
"broken","Mon Feb 10 00:29:42 GMT 2025","Mon Feb 10 00:29:43 GMT 2025","262","","","","","","Fill in student login with one incorrect userName data",""
"broken","Mon Feb 10 00:29:42 GMT 2025","Mon Feb 10 00:29:42 GMT 2025","259","","","","","","Admin modifies a student account",""
"broken","Mon Feb 10 00:29:42 GMT 2025","Mon Feb 10 00:29:42 GMT 2025","258","","","","","","Check Login title",""
"broken","Mon Feb 10 00:29:31 GMT 2025","Mon Feb 10 00:29:41 GMT 2025","9506","","","","","","Admin lists all student accounts",""
"broken","Mon Feb 10 00:29:41 GMT 2025","Mon Feb 10 00:29:41 GMT 2025","258","","","","","","Admin searches for a student account by Student ID",""
